ID,Date,Element,Data_Value
ASN00086372,2005-09-04,TMAX,125
ASN00086372,2005-09-04,TMIN,58
ASN00086351,2015-08-27,TMIN,95
ASN00086038,2012-07-11,TMIN,95
ASN00086038,2012-07-11,TMAX,152
ASN00086038,2015-03-05,TMAX,193
ASN00086282,2007-06-16,TMIN,28
ASN00086038,2015-03-05,TMIN,106
ASN00086383,2012-09-10,TMAX,183
ASN00086383,2012-09-10,TMIN,5
ASN00086282,2007-06-16,TMAX,125
ASN00086077,2005-08-24,TMIN,91
ASN00086077,2005-08-24,TMAX,131
ASN00086351,2009-03-03,TMAX,319
ASN00086351,2009-03-03,TMIN,167
ASN00086077,2013-12-20,TMIN,179
ASN00086077,2013-12-20,TMAX,242
ASN00085283,2012-03-30,TMIN,110
ASN00086351,2013-12-20,TMIN,180
ASN00086351,2013-12-20,TMAX,266
ASN00086351,2005-08-24,TMIN,82
ASN00086071,2007-07-14,TMAX,135
ASN00086071,2007-07-14,TMIN,69
ASN00086071,2012-09-11,TMAX,218
ASN00086071,2012-09-11,TMIN,77
ASN00086383,2015-01-10,TMIN,131
ASN00086383,2010-05-14,TMIN,74
ASN00086372,2008-07-16,TMAX,123
ASN00086372,2010-01-22,TMIN,130
ASN00086383,2015-01-10,TMAX,217
ASN00086372,2008-07-16,TMIN,63
ASN00086383,2006-12-11,TMAX,214
ASN00086383,2006-12-11,TMIN,178
ASN00086372,2010-01-22,TMAX,293
ASN00086383,2010-05-14,TMAX,148
ASN00086383,2015-12-12,TMIN,43
ASN00086372,2006-01-14,TMIN,85
ASN00086383,2015-12-12,TMAX,197
ASN00086372,2006-01-14,TMAX,200
ASN00086071,2008-11-26,TMAX,298
ASN00086068,2006-12-11,TMIN,172
ASN00086068,2012-09-10,TMAX,191
ASN00086282,2010-03-15,TMAX,288
ASN00086351,2005-11-25,TMIN,169
ASN00086351,2005-08-24,TMAX,125
ASN00087031,2006-12-11,TMAX,229
ASN00087031,2006-12-11,TMIN,171
ASN00086071,2007-03-12,TMAX,214
ASN00086071,2007-02-11,TMIN,181
ASN00086071,2012-07-11,TMIN,114
ASN00086071,2007-02-11,TMAX,275
ASN00086071,2012-07-11,TMAX,158
ASN00086071,2007-03-12,TMIN,162
ASN00086071,2011-11-15,TMIN,127
ASN00086071,2011-11-15,TMAX,301
ASN00085283,2007-04-10,TMIN,70
ASN00085283,2007-04-10,TMAX,250
ASN00086282,2011-08-29,TMAX,151
ASN00086282,2011-08-29,TMIN,85
ASN00086038,2009-10-27,TMIN,69
ASN00086068,2006-12-11,TMAX,217
ASN00086351,2005-11-25,TMAX,300
ASN00086038,2009-10-27,TMAX,225
ASN00086282,2010-03-15,TMIN,133
ASN00086038,2011-08-29,TMAX,149
ASN00086071,2009-11-29,TMIN,127
ASN00085283,2008-05-12,TMAX,150
ASN00086104,2015-12-07,TMIN,179
ASN00086104,2015-12-07,TMAX,274
ASN00087031,2008-06-27,TMAX,173
ASN00086071,2005-01-15,TMAX,238
ASN00087031,2010-01-22,TMIN,186
ASN00087031,2010-01-22,TMAX,395
ASN00086038,2007-02-11,TMIN,174
ASN00086038,2007-02-11,TMAX,282
ASN00087031,2008-06-27,TMIN,78
ASN00086071,2005-01-15,TMIN,159
ASN00086282,2008-04-15,TMAX,188
ASN00086038,2015-12-09,TMAX,280
ASN00086104,2007-07-14,TMAX,120
ASN00086038,2015-12-09,TMIN,137
ASN00086071,2010-04-04,TMAX,258
ASN00086071,2010-04-04,TMIN,127
ASN00086077,2010-01-22,TMIN,183
ASN00086077,2010-01-22,TMAX,364
ASN00086282,2008-04-15,TMIN,85
ASN00086104,2009-11-29,TMIN,126
ASN00086104,2015-01-11,TMAX,265
ASN00086068,2013-12-20,TMAX,263
ASN00086282,2014-11-05,TMAX,182
ASN00086068,2008-06-27,TMIN,80
ASN00086282,2014-11-05,TMIN,109
ASN00086068,2008-06-27,TMAX,168
ASN00086068,2005-08-24,TMIN,78
ASN00086068,2005-08-24,TMAX,128
ASN00086372,2005-03-22,TMIN,95
ASN00086068,2010-01-22,TMIN,177
ASN00086372,2005-03-22,TMAX,167
ASN00086383,2015-08-10,TMAX,152
ASN00086068,2010-01-22,TMAX,368
ASN00086383,2015-08-10,TMIN,23
ASN00086104,2008-04-27,TMAX,137
ASN00086104,2008-04-27,TMIN,80
ASN00086104,2015-01-11,TMIN,147
ASN00085283,2012-07-11,TMIN,60
ASN00085283,2012-07-11,TMAX,150
ASN00086068,2013-12-20,TMIN,180
ASN00086104,2009-11-29,TMAX,194
ASN00086104,2007-07-14,TMIN,32
ASN00086351,2012-09-10,TMAX,190
ASN00086071,2014-02-07,TMIN,229
ASN00086071,2014-02-07,TMAX,366
ASN00086282,2015-08-04,TMIN,19
ASN00086282,2010-06-08,TMIN,76
ASN00086077,2008-06-27,TMIN,83
ASN00086077,2008-06-27,TMAX,165
ASN00086282,2015-08-04,TMAX,109
ASN00086071,2010-05-15,TMIN,126
ASN00086071,2010-05-15,TMAX,177
ASN00086372,2011-07-13,TMIN,47
ASN00086351,2010-01-22,TMIN,193
ASN00085283,2010-02-17,TMAX,260
ASN00085283,2010-02-17,TMIN,119
ASN00086372,2011-07-13,TMAX,82
ASN00086351,2010-01-22,TMAX,370
ASN00085283,2011-12-22,TMAX,243
ASN00085283,2011-12-22,TMIN,132
ASN00087031,2012-09-10,TMAX,171
ASN00087031,2012-09-10,TMIN,44
ASN00086351,2008-06-27,TMIN,73
ASN00086351,2008-06-27,TMAX,170
ASN00086282,2010-06-08,TMAX,144
ASN00086071,2009-11-29,TMAX,218
ASN00087031,2005-08-24,TMAX,129
ASN00086038,2011-11-15,TMAX,293
ASN00086038,2012-03-30,TMAX,274
ASN00086383,2006-02-03,TMAX,237
ASN00085283,2005-07-28,TMIN,102
ASN00086351,2012-09-10,TMIN,30
ASN00085283,2005-07-28,TMAX,159
ASN00086038,2012-03-30,TMIN,97
ASN00086372,2006-12-11,TMAX,170
ASN00086372,2006-12-11,TMIN,125
ASN00087031,2013-12-20,TMIN,172
ASN00086071,2013-11-28,TMAX,242
ASN00086104,2007-03-12,TMAX,210
ASN00086383,2006-02-03,TMIN,134
ASN00086071,2013-11-28,TMIN,218
ASN00086077,2012-09-10,TMAX,170
ASN00086077,2012-09-10,TMIN,64
ASN00087031,2013-12-20,TMAX,249
ASN00086104,2007-03-12,TMIN,146
ASN00085283,2014-12-09,TMAX,217
ASN00086038,2011-11-15,TMIN,96
ASN00087031,2005-08-24,TMIN,83
ASN00086104,2006-11-05,TMIN,84
ASN00087031,2015-02-17,TMAX,200
ASN00087031,2012-07-11,TMAX,162
ASN00086077,2015-09-14,TMIN,167
ASN00086077,2015-08-10,TMAX,157
ASN00086077,2015-08-10,TMIN,82
ASN00087031,2015-01-22,TMAX,370
ASN00086077,2015-09-14,TMAX,266
ASN00086383,2011-12-21,TMAX,258
ASN00086383,2011-12-21,TMIN,137
ASN00086077,2005-04-02,TMIN,172
ASN00086383,2011-11-15,TMAX,274
ASN00086077,2005-04-02,TMAX,313
ASN00086104,2015-03-05,TMAX,183
ASN00086038,2014-11-05,TMAX,176
ASN00086071,2014-05-16,TMAX,232
ASN00086038,2014-11-05,TMIN,113
ASN00087031,2015-01-22,TMIN,174
ASN00086104,2015-03-05,TMIN,110
ASN00086071,2014-05-16,TMIN,168
ASN00086372,2007-02-11,TMIN,128
ASN00086351,2008-03-07,TMAX,250
ASN00086383,2011-11-15,TMIN,89
ASN00086282,2012-07-12,TMAX,128
ASN00086282,2012-07-12,TMIN,96
ASN00086372,2009-10-27,TMAX,193
ASN00086372,2007-05-01,TMAX,155
ASN00086372,2007-05-01,TMIN,102
ASN00087031,2011-12-21,TMAX,243
ASN00085283,2011-08-28,TMIN,43
ASN00086038,2012-03-29,TMAX,257
ASN00086038,2012-03-29,TMIN,97
ASN00086071,2010-02-17,TMAX,259
ASN00087031,2011-12-21,TMIN,149
ASN00086071,2010-02-17,TMIN,159
ASN00086077,2010-03-15,TMIN,127
ASN00086077,2010-03-15,TMAX,287
ASN00086068,2011-12-21,TMAX,257
ASN00086282,2010-05-15,TMIN,107
ASN00086068,2011-12-21,TMIN,139
ASN00086282,2010-05-15,TMAX,164
ASN00086077,2008-04-26,TMAX,190
ASN00086351,2008-03-07,TMIN,150
ASN00086077,2008-04-26,TMIN,111
ASN00086372,2007-02-11,TMAX,199
ASN00086071,2012-09-10,TMAX,189
ASN00086071,2012-09-10,TMIN,75
ASN00086038,2012-02-11,TMIN,150
ASN00086282,2006-11-05,TMAX,188
ASN00086077,2011-11-15,TMAX,274
ASN00086071,2013-12-21,TMIN,151
ASN00086351,2013-11-27,TMAX,328
ASN00086351,2013-11-27,TMIN,116
ASN00086071,2013-12-21,TMAX,214
ASN00086282,2011-08-28,TMAX,184
ASN00086282,2011-08-28,TMIN,59
ASN00086372,2010-04-03,TMAX,177
ASN00086372,2010-04-03,TMIN,92
ASN00086351,2006-02-15,TMAX,255
ASN00086351,2006-02-15,TMIN,140
ASN00085283,2012-07-12,TMIN,66
ASN00085283,2012-07-12,TMAX,111
ASN00086068,2015-01-22,TMAX,370
ASN00086068,2015-01-22,TMIN,190
ASN00086071,2008-05-27,TMAX,160
ASN00086071,2008-03-22,TMAX,247
ASN00086071,2008-03-22,TMIN,88
ASN00086282,2006-11-05,TMIN,100
ASN00086372,2009-10-27,TMIN,64
ASN00086077,2011-11-15,TMIN,112
ASN00086071,2007-06-17,TMIN,89
ASN00086038,2012-02-11,TMAX,214
ASN00086068,2011-11-15,TMIN,97
ASN00086068,2011-11-15,TMAX,284
ASN00086372,2009-03-03,TMAX,273
ASN00086372,2009-03-03,TMIN,113
ASN00087031,2011-11-15,TMIN,67
ASN00087031,2011-11-15,TMAX,290
ASN00086351,2010-03-15,TMIN,120
ASN00086071,2006-12-11,TMAX,217
ASN00086351,2010-03-15,TMAX,290
ASN00086282,2013-12-31,TMAX,256
ASN00086071,2006-12-11,TMIN,183
ASN00086351,2015-09-14,TMIN,139
ASN00086282,2013-12-31,TMIN,81
ASN00086282,2014-02-17,TMAX,257
ASN00086282,2014-02-17,TMIN,126
ASN00086351,2015-09-14,TMAX,259
ASN00086038,2008-06-28,TMIN,78
ASN00086038,2008-06-28,TMAX,148
ASN00086071,2007-06-17,TMAX,144
ASN00086071,2008-05-27,TMIN,128
ASN00086071,2005-11-24,TMAX,279
ASN00086104,2011-11-16,TMAX,202
ASN00086068,2007-02-11,TMAX,282
ASN00086068,2012-09-09,TMIN,90
ASN00086282,2005-09-04,TMAX,160
ASN00086282,2005-09-04,TMIN,41
ASN00086068,2006-03-07,TMAX,205
ASN00086068,2006-03-07,TMIN,143
ASN00086077,2011-12-21,TMIN,140
ASN00086068,2006-12-10,TMAX,429
ASN00086068,2007-02-11,TMIN,172
ASN00086383,2012-09-09,TMAX,171
ASN00086068,2006-12-10,TMIN,169
ASN00086038,2007-06-17,TMIN,65
ASN00086038,2007-06-17,TMAX,135
ASN00086383,2015-07-21,TMAX,165
ASN00086071,2005-11-29,TMAX,256
ASN00086383,2015-07-21,TMIN,-1
ASN00086071,2005-11-29,TMIN,145
ASN00087031,2015-09-14,TMIN,157
ASN00086383,2012-09-09,TMIN,86
ASN00086077,2011-12-21,TMAX,244
ASN00086068,2012-09-09,TMAX,180
ASN00086104,2005-11-18,TMAX,242
ASN00086351,2008-04-15,TMIN,83
ASN00086282,2007-07-13,TMIN,52
ASN00086351,2008-04-15,TMAX,180
ASN00086077,2006-12-10,TMIN,159
ASN00086351,2011-12-21,TMAX,250
ASN00086351,2011-12-21,TMIN,144
ASN00086071,2014-01-12,TMIN,165
ASN00086282,2007-03-11,TMAX,256
ASN00086282,2007-03-11,TMIN,143
ASN00086071,2014-01-12,TMAX,228
ASN00087031,2012-09-09,TMAX,177
ASN00087031,2012-09-09,TMIN,89
ASN00087031,2006-12-10,TMAX,428
ASN00087031,2006-12-10,TMIN,171
ASN00086383,2007-02-11,TMIN,153
ASN00086383,2007-02-11,TMAX,283
ASN00086104,2012-03-29,TMAX,256
ASN00086104,2012-03-29,TMIN,86
ASN00086104,2005-11-18,TMIN,178
ASN00087031,2015-09-14,TMAX,277
ASN00086071,2005-08-06,TMAX,169
ASN00086071,2005-08-06,TMIN,62
ASN00086351,2008-04-26,TMAX,190
ASN00086104,2008-03-22,TMIN,56
ASN00086104,2008-05-27,TMAX,145
ASN00086104,2008-05-27,TMIN,82
ASN00086038,2010-06-08,TMAX,141
ASN00086038,2010-06-08,TMIN,80
ASN00086351,2015-01-22,TMIN,190
ASN00086351,2007-02-11,TMIN,172
ASN00086351,2007-02-11,TMAX,280
ASN00086077,2015-01-22,TMAX,366
ASN00086372,2007-04-10,TMIN,156
ASN00086077,2015-01-22,TMIN,183
ASN00086383,2006-03-07,TMAX,205
ASN00086383,2008-12-08,TMIN,112
ASN00086104,2006-12-11,TMAX,205
ASN00086383,2008-12-08,TMAX,235
ASN00086383,2006-03-07,TMIN,134
ASN00086372,2007-04-10,TMAX,240
ASN00086104,2006-12-11,TMIN,169
ASN00086104,2011-11-16,TMIN,125
ASN00086104,2008-03-22,TMAX,269
ASN00086071,2005-11-24,TMIN,132
ASN00086351,2015-01-22,TMAX,372
ASN00086077,2008-03-07,TMAX,221
ASN00086351,2008-04-26,TMIN,110
ASN00086383,2006-12-10,TMAX,409
ASN00086383,2006-12-10,TMIN,107
ASN00086104,2005-03-03,TMAX,221
ASN00086104,2005-03-03,TMIN,65
ASN00086071,2011-11-16,TMIN,136
ASN00086351,2006-01-14,TMIN,117
ASN00086351,2006-01-14,TMAX,260
ASN00085283,2008-07-16,TMAX,129
ASN00086071,2011-11-16,TMAX,208
ASN00085283,2008-07-16,TMIN,30
ASN00086104,2012-09-10,TMAX,168
ASN00087031,2007-02-11,TMIN,177
ASN00087031,2007-02-11,TMAX,263
ASN00086104,2012-09-10,TMIN,34
ASN00086077,2008-03-07,TMIN,137
ASN00086071,2012-03-29,TMAX,267
ASN00086071,2012-03-29,TMIN,123
ASN00086077,2007-02-11,TMIN,170
ASN00086077,2007-02-11,TMAX,270
ASN00087031,2015-02-17,TMIN,168
ASN00086351,2011-11-15,TMIN,92
ASN00086038,2005-11-20,TMIN,117
ASN00086351,2010-04-03,TMAX,227
ASN00086351,2010-04-03,TMIN,120
ASN00086372,2010-03-15,TMIN,152
ASN00086372,2010-03-15,TMAX,247
ASN00086068,2007-06-16,TMAX,109
ASN00085283,2012-09-10,TMAX,161
ASN00085283,2012-09-10,TMIN,30
ASN00086038,2009-02-17,TMIN,138
ASN00086068,2008-12-08,TMAX,238
ASN00086038,2009-02-17,TMAX,308
ASN00085283,2006-11-05,TMAX,210
ASN00086351,2005-03-17,TMAX,210
ASN00086038,2005-06-28,TMAX,125
ASN00086351,2005-03-17,TMIN,108
ASN00086038,2005-06-28,TMIN,50
ASN00087031,2007-06-16,TMIN,31
ASN00087031,2007-06-16,TMAX,120
ASN00086104,2012-07-12,TMIN,109
ASN00085283,2006-11-05,TMIN,59
ASN00086104,2015-01-23,TMIN,195
ASN00086068,2007-06-16,TMIN,30
ASN00086068,2008-12-08,TMIN,114
ASN00086282,2009-10-27,TMAX,235
ASN00086383,2015-02-17,TMIN,159
ASN00086383,2015-02-17,TMAX,211
ASN00086383,2013-11-27,TMAX,312
ASN00086104,2012-02-11,TMIN,140
ASN00086104,2012-02-11,TMAX,220
ASN00086383,2013-11-27,TMIN,77
ASN00086071,2012-07-12,TMIN,117
ASN00086068,2007-05-01,TMIN,100
ASN00086383,2007-05-01,TMAX,205
ASN00086071,2012-07-12,TMAX,140
ASN00086383,2008-04-26,TMAX,198
ASN00086038,2010-02-17,TMAX,250
ASN00086038,2010-02-17,TMIN,142
ASN00086383,2008-04-26,TMIN,96
ASN00086038,2005-07-19,TMAX,144
ASN00086038,2005-07-19,TMIN,23
ASN00086383,2007-05-01,TMIN,81
ASN00086104,2015-01-23,TMAX,278
ASN00086383,2012-02-10,TMIN,113
ASN00086383,2012-02-10,TMAX,260
ASN00086104,2012-07-12,TMAX,137
ASN00086077,2010-04-03,TMAX,232
ASN00086071,2005-03-03,TMIN,121
ASN00086068,2012-07-11,TMIN,96
ASN00086068,2012-07-11,TMAX,152
ASN00087031,2005-06-19,TMIN,87
ASN00086104,2013-12-21,TMAX,221
ASN00085283,2006-12-11,TMAX,190
ASN00087031,2005-06-19,TMAX,153
ASN00087031,2006-02-15,TMAX,242
ASN00087031,2006-02-15,TMIN,165
ASN00086104,2007-05-02,TMAX,205
ASN00086104,2007-05-02,TMIN,155
ASN00086282,2011-11-15,TMIN,92
ASN00086282,2011-11-15,TMAX,284
ASN00086038,2005-08-06,TMAX,156
ASN00086077,2007-06-16,TMIN,40
ASN00086077,2007-06-16,TMAX,119
ASN00087031,2011-08-28,TMAX,192
ASN00087031,2011-08-28,TMIN,47
ASN00087031,2012-07-11,TMIN,82
ASN00086071,2005-03-03,TMAX,223
ASN00086282,2009-10-27,TMIN,67
ASN00086383,2012-07-11,TMAX,144
ASN00086104,2013-12-21,TMIN,138
ASN00086068,2015-02-17,TMIN,170
ASN00086071,2008-06-28,TMIN,98
ASN00086071,2008-06-28,TMAX,143
ASN00086282,2014-12-09,TMIN,138
ASN00086068,2012-02-10,TMIN,139
ASN00086068,2015-02-17,TMAX,218
ASN00086351,2011-08-28,TMAX,180
ASN00086351,2011-08-28,TMIN,50
ASN00086077,2010-04-03,TMIN,109
ASN00086282,2014-12-09,TMAX,215
ASN00086077,2011-08-28,TMAX,187
ASN00086077,2011-08-28,TMIN,73
ASN00086282,2005-07-12,TMIN,45
ASN00086282,2009-02-08,TMAX,209
ASN00086282,2005-07-12,TMAX,96
ASN00085283,2014-11-05,TMAX,165
ASN00085283,2014-11-05,TMIN,115
ASN00086282,2009-02-08,TMIN,169
ASN00086068,2012-02-10,TMAX,274
ASN00086383,2012-07-11,TMIN,99
ASN00086038,2005-11-20,TMAX,192
ASN00086383,2007-06-16,TMAX,93
ASN00086383,2007-06-16,TMIN,4
ASN00086104,2011-12-22,TMIN,111
ASN00086038,2012-09-10,TMIN,36
ASN00086104,2005-01-09,TMIN,96
ASN00086104,2005-01-09,TMAX,266
ASN00086351,2007-05-01,TMAX,200
ASN00086351,2007-05-01,TMIN,107
ASN00086077,2007-05-01,TMAX,212
ASN00086077,2007-05-01,TMIN,121
ASN00086038,2012-09-10,TMAX,183
ASN00087031,2008-04-26,TMAX,192
ASN00086104,2008-11-26,TMAX,281
ASN00086104,2008-11-26,TMIN,73
ASN00086104,2015-02-18,TMIN,130
ASN00086282,2006-01-20,TMAX,380
ASN00086104,2015-02-18,TMAX,211
ASN00086282,2006-01-20,TMIN,219
ASN00086372,2007-03-11,TMAX,191
ASN00086372,2007-03-11,TMIN,141
ASN00087031,2008-04-26,TMIN,96
ASN00086383,2005-06-19,TMAX,137
ASN00086351,2005-04-02,TMAX,315
ASN00086351,2005-04-02,TMIN,165
ASN00086077,2013-11-27,TMAX,328
ASN00086077,2013-11-27,TMIN,111
ASN00086351,2011-11-15,TMAX,285
ASN00086038,2014-12-25,TMAX,251
ASN00086038,2014-12-25,TMIN,117
ASN00086282,2008-05-12,TMIN,86
ASN00086282,2008-05-12,TMAX,178
ASN00085283,2012-03-29,TMAX,245
ASN00085283,2012-03-29,TMIN,100
ASN00086071,2005-08-25,TMIN,85
ASN00086071,2005-08-25,TMAX,185
ASN00086372,2008-04-15,TMIN,89
ASN00086104,2015-07-22,TMAX,157
ASN00086104,2015-07-22,TMIN,110
ASN00086372,2008-04-15,TMAX,142
ASN00086383,2015-01-22,TMAX,352
ASN00086383,2015-01-22,TMIN,154
ASN00086383,2005-06-19,TMIN,72
ASN00086104,2011-12-22,TMAX,280
ASN00086077,2006-02-15,TMAX,257
ASN00086071,2012-02-11,TMIN,156
ASN00086282,2013-11-14,TMIN,106
ASN00086282,2013-11-14,TMAX,174
ASN00086071,2011-12-22,TMIN,142
ASN00086282,2009-11-28,TMAX,222
ASN00086282,2009-11-28,TMIN,141
ASN00086038,2011-07-14,TMIN,54
ASN00086038,2011-07-14,TMAX,127
ASN00087031,2007-05-01,TMAX,215
ASN00087031,2007-05-01,TMIN,109
ASN00086068,2005-06-19,TMIN,91
ASN00086068,2005-06-19,TMAX,140
ASN00086282,2007-02-11,TMIN,171
ASN00086372,2007-07-13,TMAX,65
ASN00086282,2007-02-11,TMAX,286
ASN00086068,2013-11-27,TMAX,324
ASN00086068,2013-11-27,TMIN,124
ASN00087031,2015-08-10,TMAX,161
ASN00086282,2006-02-28,TMIN,102
ASN00086282,2006-02-28,TMAX,237
ASN00086372,2007-07-13,TMIN,47
ASN00087031,2015-08-10,TMIN,82
ASN00086282,2012-03-29,TMIN,101
ASN00086068,2007-05-01,TMAX,207
ASN00086282,2012-03-29,TMAX,253
ASN00086068,2008-04-26,TMIN,102
ASN00086071,2012-02-11,TMAX,219
ASN00086077,2006-02-15,TMIN,130
ASN00087031,2006-02-03,TMAX,217
ASN00087031,2006-02-03,TMIN,163
ASN00086038,2015-09-25,TMAX,176
ASN00086038,2015-09-25,TMIN,30
ASN00086104,2007-06-17,TMIN,66
ASN00086104,2007-06-17,TMAX,124
ASN00087031,2013-11-27,TMAX,329
ASN00087031,2013-11-27,TMIN,115
ASN00086038,2006-12-11,TMAX,233
ASN00086038,2006-12-11,TMIN,169
ASN00086038,2012-07-12,TMIN,102
ASN00086038,2012-07-12,TMAX,131
ASN00086038,2014-02-07,TMIN,232
ASN00086038,2014-02-07,TMAX,378
ASN00086038,2010-01-23,TMIN,163
ASN00086038,2010-01-23,TMAX,209
ASN00086068,2008-04-26,TMAX,190
ASN00086071,2011-12-22,TMAX,276
ASN00086104,2006-11-05,TMAX,200
ASN00087031,2005-03-17,TMAX,195
ASN00087031,2005-03-17,TMIN,122
ASN00086104,2014-12-09,TMIN,137
ASN00086104,2014-12-09,TMAX,227
ASN00086372,2008-03-22,TMIN,69
ASN00086077,2009-03-21,TMAX,349
ASN00086077,2009-03-21,TMIN,115
ASN00086071,2009-02-17,TMIN,158
ASN00086351,2012-02-09,TMIN,90
ASN00086351,2012-02-09,TMAX,262
ASN00086372,2008-03-22,TMAX,225
ASN00086071,2009-02-17,TMAX,317
ASN00086038,2011-11-14,TMAX,258
ASN00086282,2012-03-31,TMAX,289
ASN00086077,2013-12-31,TMAX,237
ASN00086282,2012-03-31,TMIN,161
ASN00086077,2013-12-31,TMIN,110
ASN00086282,2012-07-09,TMIN,59
ASN00086282,2012-07-09,TMAX,143
ASN00086351,2009-03-14,TMIN,173
ASN00086038,2011-11-14,TMIN,153
ASN00086282,2008-12-02,TMAX,222
ASN00086282,2008-12-02,TMIN,89
ASN00086038,2008-12-16,TMAX,193
ASN00086383,2010-06-08,TMAX,127
ASN00086383,2010-06-08,TMIN,63
ASN00085283,2010-05-14,TMIN,98
ASN00086282,2010-04-04,TMIN,99
ASN00085283,2015-08-04,TMIN,10
ASN00085283,2015-08-04,TMAX,95
ASN00086372,2007-05-02,TMAX,156
ASN00086372,2007-05-02,TMIN,120
ASN00086383,2009-11-29,TMAX,187
ASN00086383,2009-11-29,TMIN,105
ASN00087031,2015-12-12,TMIN,73
ASN00086104,2011-12-23,TMAX,314
ASN00086104,2011-12-23,TMIN,153
ASN00087031,2015-12-12,TMAX,187
ASN00086038,2008-12-16,TMIN,111
ASN00086077,2012-02-09,TMIN,98
ASN00086077,2012-02-09,TMAX,239
ASN00086372,2006-12-12,TMAX,163
ASN00086372,2006-12-12,TMIN,50
ASN00086351,2009-03-14,TMAX,235
ASN00086104,2009-03-04,TMAX,179
ASN00086104,2009-03-04,TMIN,118
ASN00086282,2005-06-28,TMAX,128
ASN00086068,2005-11-17,TMAX,269
ASN00086038,2013-11-14,TMIN,105
ASN00086038,2014-11-06,TMIN,81
ASN00086038,2013-11-14,TMAX,163
ASN00086071,2005-03-13,TMIN,188
ASN00086071,2005-03-13,TMAX,347
ASN00086038,2008-04-27,TMAX,148
ASN00086351,2011-08-30,TMAX,139
ASN00087031,2012-09-11,TMAX,180
ASN00087031,2012-09-11,TMIN,39
ASN00086351,2006-12-12,TMAX,200
ASN00086351,2006-12-12,TMIN,92
ASN00086282,2005-08-06,TMAX,155
ASN00086282,2005-08-06,TMIN,55
ASN00086038,2008-04-27,TMIN,82
ASN00086372,2009-10-26,TMIN,50
ASN00086372,2009-10-26,TMAX,151
ASN00086071,2007-04-10,TMIN,142
ASN00086282,2005-08-24,TMIN,71
ASN00086077,2014-02-17,TMIN,138
ASN00086282,2010-04-04,TMAX,256
ASN00086038,2014-11-06,TMAX,233
ASN00086068,2005-11-17,TMIN,72
ASN00085283,2015-08-19,TMIN,10
ASN00086104,2009-11-30,TMAX,199
ASN00086351,2012-09-11,TMAX,205
ASN00085283,2015-08-19,TMAX,130
ASN00086351,2012-09-11,TMIN,42
ASN00086104,2009-11-30,TMIN,125
ASN00086282,2005-06-28,TMIN,43
ASN00086372,2007-06-15,TMIN,46
ASN00086372,2007-06-15,TMAX,109
ASN00086383,2005-12-01,TMIN,114
ASN00086068,2005-09-04,TMAX,170
ASN00086068,2005-09-04,TMIN,52
ASN00086383,2005-12-01,TMAX,307
ASN00086077,2014-02-17,TMAX,249
ASN00086077,2012-09-11,TMAX,189
ASN00086372,2008-05-27,TMAX,102
ASN00086077,2012-09-11,TMIN,47
ASN00086372,2008-05-27,TMIN,91
ASN00086104,2008-07-17,TMAX,141
ASN00086104,2008-07-17,TMIN,84
ASN00086068,2012-09-11,TMAX,199
ASN00086068,2009-11-29,TMIN,124
ASN00086071,2011-07-13,TMAX,137
ASN00086077,2009-10-26,TMIN,40
ASN00086077,2009-10-26,TMAX,197
ASN00085283,2011-11-14,TMAX,220
ASN00085283,2005-04-07,TMAX,210
ASN00086383,2008-07-16,TMAX,156
ASN00087031,2012-07-09,TMIN,57
ASN00087031,2012-07-09,TMAX,155
ASN00086383,2008-07-16,TMIN,8
ASN00086068,2012-02-09,TMAX,264
ASN00085283,2005-04-07,TMIN,135
ASN00086068,2007-06-15,TMAX,121
ASN00086077,2012-07-09,TMIN,36
ASN00086077,2012-07-09,TMAX,176
ASN00085283,2008-06-27,TMIN,51
ASN00086071,2006-02-16,TMAX,276
ASN00086071,2006-02-16,TMIN,173
ASN00085283,2013-11-28,TMAX,270
ASN00085283,2013-11-28,TMIN,100
ASN00086068,2007-06-15,TMIN,5
ASN00086068,2012-02-09,TMIN,81
ASN00086372,2009-02-08,TMIN,143
ASN00086372,2009-02-08,TMAX,162
ASN00086383,2012-07-09,TMIN,2
ASN00086383,2012-07-09,TMAX,166
ASN00086071,2014-11-06,TMAX,239
ASN00086282,2007-02-10,TMIN,155
ASN00086383,2012-02-09,TMIN,43
ASN00086282,2007-02-10,TMAX,240
ASN00086071,2014-11-06,TMIN,110
ASN00086071,2014-12-09,TMIN,155
ASN00086071,2014-12-09,TMAX,217
ASN00086383,2012-02-09,TMAX,270
ASN00086068,2012-07-09,TMIN,18
ASN00086068,2011-12-22,TMAX,292
ASN00086068,2012-07-09,TMAX,167
ASN00086383,2007-06-15,TMAX,110
ASN00086068,2011-12-22,TMIN,123
ASN00086383,2015-07-13,TMIN,35
ASN00086383,2015-07-13,TMAX,101
ASN00086077,2010-06-08,TMAX,138
ASN00086077,2010-06-08,TMIN,84
ASN00086351,2012-07-09,TMIN,40
ASN00086351,2009-10-26,TMIN,69
ASN00086351,2009-10-26,TMAX,200
ASN00087031,2010-06-08,TMAX,148
ASN00086104,2005-11-24,TMIN,100
ASN00086068,2010-06-08,TMAX,138
ASN00086068,2010-06-08,TMIN,77
ASN00086104,2005-11-24,TMAX,258
ASN00086351,2007-06-15,TMIN,10
ASN00086351,2007-06-15,TMAX,120
ASN00087031,2009-11-29,TMAX,201
